Movie_Title,Movie_ID,Budget,Cast,Crew,Studios,Genre,Keywords,Languages,Countries,Release_Data,Runtime,Gross_worldwide,Rating,Rating_Count,ListOfCertificate,Release_Year,Release_Month,Release_Day,GenreRank,SpecialMonth,CastsRank,NumLeadActors,HasTop50Actors,NumStudios,StudioRank,NumTopStudios,HasTopStudio,CountryRank,LanguageRank,keywordRank,cerRank
The Watcher,204626,30000000,"['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson', 'Chris Ellis', 'Robert Cicchini', 'Yvonne Niami', 'Jenny McShane', 'Gina Alexander', 'Rebekah Nanfria', 'Joseph Sikora', 'Jillian Peterson', 'Michele DiMaso', 'Andrew Rothenberg', 'David Pasquesi', 'Dana Kozlov', 'Butch Jerinic', 'Marilyn Dodds Frank']","['Clay Ayers', 'Joe Charbanic', 'Darcy Meyers', 'David Elliot']","['Lewitt / Eberts Productions', 'Choi / Niami Productions', 'Driven Productions']","['Crime', 'Drama', 'Mystery', 'Thriller']","['serial killer', 'american horror', 'serial murder', 'villain', 'maniac']","['English', 'Vietnamese']",['United States'],2000-09-08,97,47267829,5.3,27000,['R'],2000,9,8,8.25,0,11105,0,0,3,153,0,0,4,1,156,1
The Insider,140352,90000000,"['Russell Crowe', 'Al Pacino', 'Christopher Plummer', 'Diane Venora', 'Philip Baker Hall', 'Lindsay Crouse', 'Debi Mazar', 'Stephen Tobolowsky', 'Colm Feore', 'Bruce McGill', 'Gina Gershon', 'Michael Gambon', 'Rip Torn', 'Lynne Thigpen', 'Hallie Eisenberg', 'Michael Paul Chan', 'Linda Hart', 'Robert Harper']","['Marie Brenner', 'Eric Roth', 'Michael Mann']","['Touchstone Pictures', 'Forward Pass', 'Blue Lion Entertainment']","['Biography', 'Drama', 'Thriller']","['whistleblower', 'tortuous interference', '1990s', 'tobacco', 'cbs news']","['English', 'Japanese', 'Arabic', 'Persian']",['United States'],1999-11-05,157,60289912,7.8,167000,['R'],1999,11,5,6.333333333333333,1,21332,0,0,3,578,0,0,4,9,118,1
Chimpanzee,1222815,5000000,['Tim Allen'],"['Mark Linfield', 'Don Hahn', 'Alastair Fothergill']","['Great Ape Productions', 'Disneynature']","['Documentary', 'Family']","['chimpanzee', 'nature', 'monkey', 'one word title', 'animal in title']",['English'],"['United Kingdom', 'United States']",2012-04-20,78,34823764,7.2,6100,['G'],2012,4,20,8.5,0,2771,0,0,2,285,0,0,7,1,2,3
James and the Giant Peach,116683,38000000,"['Paul Terry', 'Joanna Lumley', 'Pete Postlethwaite', 'Simon Callow', 'Richard Dreyfuss', 'Jane Leeves', 'Miriam Margolyes', 'Susan Sarandon', 'David Thewlis', 'J. Stephen Coyle', 'Steven Culp', 'Cirocco Dunlap', 'Michael Girardin', 'Tony Haney', 'Kathryn Howell', 'Chae Kirby', 'Jeff Mosley', 'Al Nalbandian']","['Henry Selick', 'Roald Dahl', 'Jonathan Roberts', 'Karey Kirkpatrick']","['Walt Disney Pictures', 'Allied Filmmakers', 'Skellington Productions Inc.']","['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']","['stop motion', 'spider', 'shark', 'nightmare', 'boy']",['English'],"['United Kingdom', 'United States']",1996-04-12,79,28946127,6.7,64000,['PG'],1996,4,12,17.4,0,11933,0,0,3,695,1,1,7,1,26,2
A Walk in the Woods,1178665,8000000,"['Robert Redford', 'Nick Nolte', 'Emma Thompson', 'Mary Steenburgen', 'Nick Offerman', 'Kristen Schaal', 'R. Keith Harris', 'Randall Newsome', 'Hayley Lovitt', 'Linds Edwards', 'Susan McPhail', 'Andrew Vogel', 'Derek Krantz', 'Gaia Wise', 'Tucker Meek', 'Chandler Head', 'Sandra Ellis Lafferty', 'John Schmedes']","['Bill Bryson', 'Ken Kwapis', 'Michael Arndt', 'Bill Holderman']","['Route One Entertainment', 'Wildwood Enterprises']","['Adventure', 'Biography', 'Comedy', 'Drama']","['hiking', 'appalachian trail', 'hiker', 'backpacking', 'hiking trail']",['English'],['United States'],2015-09-02,104,37461274,6.4,27000,['R'],2015,9,2,9.0,0,15023,0,0,2,315,0,0,4,1,0,1
Twilight Zone: The Movie,86491,10000000,"['Dan Aykroyd', 'Albert Brooks', 'Vic Morrow', 'Doug McGrath', 'Charles Hallahan', 'Rainer Peets', 'Kai Wulff', 'Sue Dugan', 'Debby Porter', 'Steven Williams', 'Annette Claudier', 'Joseph Hieu', 'Al Leong', 'Stephen Bishop', 'Thomas Byrd', 'Vincent J. Isaac', 'Bill Taylor', 'William S. Taylor']","['Richard Matheson', 'John Landis', 'Joe Dante', 'George Miller', 'George Clayton Johnson']","['Amblin Entertainment', 'Warner Bros.']","['Horror', 'Sci-Fi']","['profanity', 'star died before release', 'star died during filming', 'city', 'airplane passenger']","['English', 'French', 'German', 'Vietnamese']",['United States'],1983-06-24,101,29450919,6.5,37000,['PG'],1983,6,24,12.0,1,4943,0,0,2,684,2,0,4,6,0,2
The Fog,432291,18000000,"['Tom Welling', 'Maggie Grace', 'Selma Blair', 'DeRay Davis', 'Kenneth Welsh', 'Adrian Hough', 'Sara Botsford', 'Cole Heppell', 'Mary Black', 'Jonathon Young', 'R. Nelson Brown', 'Christian Bocher', 'Douglas Arthurs', 'Yves Cameron', 'Charles Andre', 'Rade Serbedzija', 'Matthew Currie Holmes', 'Sonja Bennett']","['Debra Hill', 'Rupert Wainwright', 'John Carpenter', 'Cooper Layne']","['Revolution Studios', 'Debra Hill Productions', 'David Foster Productions']","['Horror', 'Mystery']","['island', 'fog', 'ghost', 'leper', 'ship on fire']",['English'],"['United States', 'Canada']",2005-10-14,100,46201432,3.7,36000,['PG-13'],2005,10,14,10.5,0,7962,0,0,3,467,0,0,5,1,155,4
Did You Hear About the Morgans?,1314228,58000000,"['Hugh Grant', 'Sarah Jessica Parker', 'Sam Elliott', 'Elisabeth Moss', 'Natalia Klimas', 'Vincenzo Amato', 'Jesse Liebman', 'Michael Kelly', 'Seth Gilliam', 'Sándor Técsy', 'Kevin Dotcom Brown', 'Steven Boyer', 'Sharon Wilkins', 'Mary Steenburgen', 'Kim Shaw', 'David Call', 'Dana Ivey', 'Wilford Brimley']",['Marc Lawrence'],"['Columbia Pictures', 'Relativity Media', 'Castle Rock Entertainment']","['Comedy', 'Drama', 'Romance']","['family character name in title', 'six word title', 'columbia tristar', 'movie flop', 'fbi federal bureau of investigation']","['English', 'Ukrainian', 'French', 'Italian', 'Spanish']",['United States'],2010-03-26,103,85280250,4.9,40000,['PG-13'],2010,3,26,6.666666666666667,0,11533,0,0,3,768,1,0,4,5,21,4
Teen Titans Go! To the Movies,7424200,10000000,"['Greg Cipes', 'Scott Menville', 'Khary Payton', 'Tara Strong', 'Hynden Walch', 'Will Arnett', 'Kristen Bell', 'Eric Bauza', 'Michael Bolton', 'Kal-El Cage', 'Nicolas Cage', 'Joey Capps', 'Greg Davies', 'John DiMaggio', 'Halsey', 'David Kaye', 'Tom Kenny', 'Jimmy Kimmel']","['Aaron Horvath', 'Peter Rida Michail', 'Michael Jelenic', 'Jerry Siegel']","['Warner Bros. Animation', 'DC Entertainment', 'Copernicus Studios']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Sci-Fi']","['superhero', 'teenager', 'spoof', 'supervillain', 'teen titans']",['English'],['United States'],2018-07-27,84,52090236,6.8,18000,['PG'],2018,7,27,16.125,1,13195,0,0,3,596,1,1,4,1,167,2
Spy Hard,117723,18000000,"['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden', 'Barry Bostwick', 'John Ales', 'Andy Griffith', 'Elya Baskin', 'Mason Gamble', 'Carlos Lauchu', 'Stephanie Romanov', 'Joyce Brothers', 'Ray Charles', 'Hulk Hogan', 'Roger Clinton', 'Robert Culp', 'Fabio', 'Robert Guillaume']","['Aaron Seltzer', 'Jason Friedberg', 'Rick Friedberg']",['Hollywood Pictures'],"['Action', 'Comedy']","['spy comedy', 'absurd comedy', 'sight gag', 'spy spoof', 'spy hero']","['English', 'French', 'Spanish']",['United States'],1996-05-24,81,26960191,5.4,37000,['PG-13'],1996,5,24,13.0,1,6826,0,0,1,153,0,0,4,4,0,4
The World According to Garp,84917,17000000,"['Robin Williams', 'Mary Beth Hurt', 'Glenn Close', 'John Lithgow', 'Hume Cronyn', 'Jessica Tandy', 'Swoosie Kurtz', 'James McCall', 'Peter Michael Goetz', 'George Ede', 'Mark Soper', 'Nathan Babcock', 'Ian MacGregor', 'Warren Berlinger', 'Susan Browning', 'Brandon Maggart', 'Jenny Wright', 'Brenda Currin']","['John Irving', 'Steve Tesich', 'George Roy Hill']","['Pan Arts', 'Warner Bros.']","['Comedy', 'Drama']","['single mother', 'male full frontal nudity', 'male pubic hair', 'pubic hair', 'telephone booth']",['English'],['United States'],1982-07-23,136,29712172,7.2,26000,['R'],1982,7,23,6.5,1,8710,0,0,2,412,1,0,4,1,117,1
The Hate U Give,5580266,23000000,"['Amandla Stenberg', 'Regina Hall', 'Russell Hornsby', 'Anthony Mackie', 'Issa Rae', 'Common', 'Algee Smith', 'Sabrina Carpenter', 'K.J. Apa', 'Dominique Fishback', 'Lamar Johnson', 'TJ Wright', 'Megan Lawless', 'Rhonda Johnson Dents', 'Tony Vaughn', 'Marcia Wright', 'Al Mitchell', 'Karan Kendrick']","['Audrey Wells', 'George Tillman Jr.', 'Angie Thomas']","['Fox 2000 Pictures', 'State Street Pictures', 'TSG Entertainment']","['Crime', 'Drama']","['father daughter relationship', 'african american', 'loss of friend', 'racism', 'teenage girl']",['English'],['United States'],2018-10-19,133,34934009,7.5,34000,['PG-13'],2018,10,19,4.0,0,6096,0,0,3,728,1,0,4,1,123,4
Wild Things,120890,20000000,"['Kevin Bacon', 'Neve Campbell', 'Matt Dillon', 'Denise Richards', 'Theresa Russell', 'Daphne Rubin-Vega', 'Robert Wagner', 'Bill Murray', 'Carrie Snodgress', 'Jeff Perry', 'Cory Pendergast', 'Marc Macaulay', 'Toi Svane Stepp', 'Dennis Neal', 'Diane Adams', 'Paulo Benedeti', 'Eduardo Yáñez', 'Jennifer Taylor']","['John McNaughton', 'Stephen Peters']",['Mandalay Entertainment'],"['Crime', 'Drama', 'Mystery', 'Thriller']","['erotic thriller', 'lesbian sex', 'taboo sex', 'sex with a student', 'lesbian kiss']",['English'],['United States'],1998-03-20,108,30166293,6.5,116000,['R'],1998,3,20,8.25,0,10671,0,0,1,149,0,0,4,1,0,1
Harry and the Hendersons,93148,10000000,"['John Lithgow', 'Melinda Dillon', 'Margaret Langrick', 'Joshua Rudoy', 'Kevin Peter Hall', 'David Suchet', 'Lainie Kazan', 'Don Ameche', 'M. Emmet Walsh', 'William Ontiveros', 'David Richardt', 'Jacqueline Moscou', 'Laura Kenny', 'Richard Arnold', 'Sean Morgan', 'Nick Flynn', 'David MacIntyre', 'Peggy Platt']","['William Dear', 'Bill Martin', 'Ezra D. Rappaport']","['Amblin Entertainment', 'Universal Pictures']","['Comedy', 'Family', 'Fantasy']","['bigfoot', 'hit by a car', 'license plate', 'hunter', 'obsession']",['English'],['United States'],1987-06-05,110,49998613,6.0,35000,['PG'],1987,6,5,15.0,1,6591,0,0,2,671,2,0,4,1,0,2
Grudge Match,1661382,40000000,"['Robert De Niro', 'Sylvester Stallone', 'Kim Basinger', 'Alan Arkin', 'Jim Lampley', 'Rich Little', 'Ireland Baldwin', 'Anthony Bean', 'Mason Mackie', 'Kevin Hart', 'Barry Primus', 'Oscar Gale', 'Frederick Douglas Plunkett Jr.', 'BJ Guyer', 'Jen Kober', 'Anthony Anderson', 'Carrie Lazar', 'Don Lake']","['Peter Segal', 'Rodney Rothman', 'Tim Kelleher']","['Callahan Filmworks', 'Gerber Pictures', 'RatPac-Dune Entertainment']","['Comedy', 'Drama', 'Sport']","['united states of america', 'usa', 'father son relationship', 'car', 'automobile']",['English'],['United States'],2013-12-25,113,44907260,6.4,60000,['PG-13'],2013,12,25,7.333333333333333,1,13252,0,0,3,578,1,0,4,1,116,4
Serpico,70666,3000000,"['Al Pacino', 'John Randolph', 'Jack Kehoe', 'Biff McGuire', 'Barbara Eda-Young', 'Cornelia Sharpe', 'Tony Roberts', 'John Medici', 'Allan Rich', 'Norman Ornellas', 'Edward Grover', 'Albert Henderson', 'Hank Garrett', 'Damien Leake', 'Joseph Bova', 'Gene Gross', 'John Stewart', 'Woodie King Jr.']","['Peter Maas', 'Norman Wexler', 'Sidney Lumet', 'Waldo Salt']","['Artists Entertainment Complex', 'Produzioni De Laurentiis International Manufacturing Company']","['Biography', 'Crime', 'Drama', 'Thriller']","['police corruption', 'police', 'corruption', 'new york city', 'undercover cop']","['English', 'Italian', 'Spanish']","['Italy', 'United States']",1973-12-05,130,29829963,7.7,118000,['R'],1973,12,5,6.25,1,3860,0,0,2,80,0,0,4,5,101,1
Hostiles,5478478,39000000,"['Scott Shepherd', 'Rosamund Pike', 'Ava Cooper', 'Stella Cooper', 'David Midthunder', 'Gray Wolf Herrera', 'Christian Bale', 'Rory Cochrane', 'Jonathan Majors', 'John Benjamin Hickey', 'Stafford Douglas', 'Stephen Lang', 'Bill Camp', 'Wes Studi', 'Jesse Plemons', 'Timothée Chalamet', 'Adam Beach', 'Xavier Horsechief']","['Donald E. Stewart', 'Scott Cooper']","['Grisbi Productions', ' Le', 'Waypoint Entertainment']","['Drama', 'Western']","['year 1892', 'cheyenne indian', 'montana', 'u.s. cavalry', 'murder']","['English', 'Cheyenne', 'French']",['United States'],2018-01-26,134,35669017,7.2,80000,['R'],2018,1,26,1.5,0,19603,0,0,3,339,0,0,4,3,64,1
Green Card,99699,12500000,"['Gérard Depardieu', 'Andie MacDowell', 'Bebe Neuwirth', 'Gregg Edelman', 'Robert Prosky', 'Jessie Keosian', 'Ethan Phillips', 'Mary Louise Wilson', 'Lois Smith', 'Conrad McLaren', 'Ronald Guttman', 'Danny Dennis', 'Stephen Pearlman', 'Victoria Boothby', 'Ann Wedgeworth', 'Stefan Schnabel', 'Anne Shropshire', 'Simon Jones']",['Peter Weir'],"['Touchstone Pictures', 'Australian Film Finance Corporation (AFFC)', 'DD Productions']","['Comedy', 'Drama', 'Romance']","['marriage of convenience', 'fake marriage', 'love', 'greenhouse', 'green card']","['English', 'French', 'Spanish']","['France', 'Australia', 'United States']",1991-01-31,107,29888235,6.2,24000,['PG-13'],1991,1,31,6.666666666666667,0,10980,0,0,3,462,0,0,8,4,49,4
Mystery Men,132347,68000000,"['Ben Stiller', 'Janeane Garofalo', 'William H. Macy', 'Hank Azaria', 'Kel Mitchell', 'Paul Reubens', 'Wes Studi', 'Greg Kinnear', 'Geoffrey Rush', 'Lena Olin', 'Eddie Izzard', 'Artie Lange', 'Pras Michel', 'Claire Forlani', 'Tom Waits', 'Louise Lasser', 'Ricky Jay', 'Jenifer Lewis']","['Bob Burden', 'Kinka Usher', 'Neil Cuthbert']","['Universal Pictures', 'Golar Productions', 'Dark Horse Entertainment']","['Action', 'Comedy', 'Fantasy', 'Sci-Fi']","['troubled production', 'good versus evil', 'evil man', 'image comics', 'ensemble cast']",['English'],['United States'],1999-08-06,121,33461011,6.1,66000,['PG-13'],1999,8,6,14.5,0,21571,0,0,3,703,1,0,4,1,145,4
Spartacus,54331,12000000,"['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons', 'Charles Laughton', 'Peter Ustinov', 'John Gavin', 'Nina Foch', 'John Ireland', 'Herbert Lom', 'John Dall', 'Charles McGraw', 'Joanna Barnes', 'Harold J. Stone', 'Woody Strode', 'Peter Brocco', 'Paul Lambert', 'Robert J. Wilke', 'Nick Dennis']","['Stanley Kubrick', 'Peter Ustinov', 'Dalton Trumbo', 'Howard Fast']",['Bryna Productions'],"['Adventure', 'Biography', 'Drama', 'History', 'War']","['gladiator', 'slave rebellion', 'roman republic', 'roman empire', 'slave revolt']",['English'],['United States'],1960-11-17,197,1844917,7.9,131000,['PG-13'],1960,11,17,7.0,1,689,0,0,1,108,0,0,4,1,0,4
"I, Tonya",5580036,11000000,"['Margot Robbie', 'Sebastian Stan', 'Allison Janney', 'Julianne Nicholson', 'Paul Walter Hauser', 'Bobby Cannavale', 'Bojana Novakovic', 'Caitlin Carver', 'Maizie Smith', 'Mckenna Grace', 'Suehyla El-Attar', 'Jason Davis', 'Mea Allen', 'Cory Chapman', 'Amy Fox', 'Cara Mantella', 'Joshua Mikel', 'Lynne Ashe']","['Steven Rogers', 'Craig Gillespie']","['AI-Film', 'Clubhouse Pictures (II)', 'Georgia Film', ' Music & Digital Entertainment Office']","['Biography', 'Comedy', 'Drama', 'Sport']","['ice skating', 'violence', 'abuse', 'female protagonist', 'ice skater']",['English'],"['United States', 'United Kingdom', 'Australia', 'Canada']",2018-01-05,119,53939297,7.5,202000,['R'],2018,1,5,6.5,0,12671,1,0,4,457,0,0,8,1,112,1
The Iron Lady,1007029,13000000,"['Meryl Streep', 'Jim Broadbent', 'Richard E. Grant', 'Susan Brown', 'Alice da Cunha', 'Phoebe Waller-Bridge', 'Iain Glen', 'Alexandra Roach', 'Victoria Bewick', 'Emma Dewhurst', 'Olivia Colman', 'Harry Lloyd', 'Sylvestra Le Touzel', 'Michael Culkin', 'Stephanie Jacob', 'Robert Portal', 'Richard Dixon', 'Amanda Root']","['Phyllida Lloyd', 'Abi Morgan']","['DJ Films', 'Pathé', 'Film4']","['Biography', 'Drama']","['old age', 'british conservative party', 'british female politician', 'british prime minister', 'prime minister']",['English'],"['United Kingdom', 'France']",2012-01-06,105,115890699,6.4,107000,['PG-13'],2012,1,6,3.0,0,8879,0,0,3,348,0,0,7,1,0,4
Hollywood Homicide,329717,75000000,"['Harrison Ford', 'Josh Hartnett', 'Isaiah Washington', 'Lena Olin', 'Bruce Greenwood', 'Lolita Davidovich', 'Keith David', 'Master P', 'Gladys Knight', 'Lou Diamond Phillips', 'Meredith Scott Lynn', 'Tom Todoroff', 'James MacDonald', 'Kurupt', 'André 3000', 'Alan Dale', 'Clyde Kusatsu', 'Dwight Yoakam']","['Ron Shelton', 'Robert Souza']","['Revolution Studios', 'Pitt-Shelton Productions', 'The Pitt Group']","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","['criminal investigation', 'murder investigation', 'usa', 'united states', 'murder']",['English'],['United States'],2003-06-13,116,51142659,5.3,37000,['PG-13'],2003,6,13,9.6,1,16150,0,0,3,427,0,0,4,1,68,4
How Do You Know,1341188,120000000,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson', 'Jack Nicholson', 'Kathryn Hahn', 'Mark Linn-Baker', 'Lenny Venito', 'Molly Price', 'Ron McLarty', 'Shelley Conn', 'Domenick Lombardozzi', 'John Tormey', 'Teyonah Parris', 'Tony Shalhoub', 'Dean Norris', 'Donna Dundon', 'Cyrus Newitt', 'Will Blagrove']",['James L. Brooks'],"['Columbia Pictures', 'Gracie Films', 'Road Rebel']","['Comedy', 'Drama', 'Romance']","['fraud investigation', 'father son relationship', 'baseball player', 'baseball', 'hand over mouth']",['English'],['United States'],2010-12-17,121,48668907,5.4,49000,"['R', 'PG-13']",2010,12,17,6.666666666666667,1,18075,0,0,3,656,1,0,4,1,116,4
The Great Debaters,427309,15000000,"['Denzel Washington', 'Forest Whitaker', 'Kimberly Elise', 'Nate Parker', 'Jurnee Smollett', 'Denzel Whitaker', 'Jermaine Williams', 'Gina Ravera', 'John Heard', 'Devyn A. Tyler', 'Trenton McClain Boyd', 'Ritchie Montgomery', 'Jackson Walker', 'Tim Parati', 'Robert X. Golphin', 'Justice Leak', 'Glen Powell', 'Brad Watkins']","['Denzel Washington', 'Robert Eisele', 'Tony Scherman', 'Jeffrey Porro']","['Harpo Films', 'Marshall Production', 'Roth Films']","['Biography', 'Drama', 'Romance']","['student', 'debate', 'debate team', 'professor', 'black american']",['English'],['United States'],2007-12-25,126,30271556,7.5,58000,['PG-13'],2007,12,25,4.333333333333333,1,8570,0,0,3,660,1,1,4,1,0,4
Life,5442430,58000000,"['Jake Gyllenhaal', 'Rebecca Ferguson', 'Ryan Reynolds', 'Hiroyuki Sanada', 'Olga Dykhovichnaya', 'Ariyon Bakare', 'Jesus Del Orden', 'Allen McLean', 'Leila Grace', 'Mari Gvelesiani', 'David Muir', 'Elizabeth Vargas', 'Camiel Warren-Taylor', 'Haruka Kuroda', 'Naoko Mori', 'Alexandre Nguyen', 'Hiu Woong-Sin']","['Paul Wernick', 'Daniel Espinosa', 'Rhett Reese']","['Columbia Pictures', 'Skydance Media', 'Skydance Media']","['Horror', 'Sci-Fi', 'Thriller']","['extraterrestrial life', 'space', 'international space station', 'astronaut', 'space station']","['English', 'Japanese', 'Vietnamese']","['United Kingdom', 'United States']",2017-03-24,104,100541806,6.6,220000,['R'],2017,3,24,12.333333333333334,0,10502,0,0,3,1032,3,0,7,9,149,1
The Fighting Temptations,191133,30000000,"['Cuba Gooding Jr.', 'Beyoncé', 'Mike Epps', 'Nigel Washington', 'Chloe Bailey', 'Demetress Long', 'Ann Nesby', 'Faith Evans', 'Melba Moore', 'Rosalie Washington', 'Ricky Dillard', 'Larry John Meyers', 'Shirley Caesar', 'LaTanya Richardson Jackson', 'Wendell Pierce', 'Lou Myers', 'Lourdes Benedicto', 'Richie Dye']","['Jonathan Lynn', 'Elizabeth Hunter', 'Saladin K. Patterson']","['Paramount Pictures', 'Handprint Entertainment', 'MTV Films']","['Comedy', 'Drama', 'Music', 'Romance']","['taxi driver', 'cell phone', 'georgia usa', 'church', 'advertising']",['English'],['United States'],2003-09-19,123,33972062,5.6,7100,['PG-13'],2003,9,19,6.25,0,7013,0,0,3,532,1,0,4,1,46,4
The Banger Sisters,280460,10000000,"['Susan Sarandon', 'Goldie Hawn', 'Geoffrey Rush', 'Erika Christensen', 'Robin Thomas', 'Eva Amurri', 'Matthew Carey', 'Andre Ware', 'Adam Tomei', 'Sal Lopez', 'Kohl Sudduth', 'Tinsley Grimes', 'Larry Krask', 'Marlayna Cherisse', 'Josh Todd', 'Yogi Lonich', 'Keith Nelson', 'Devon Glenn']",['Bob Dolman'],"['Fox Searchlight Pictures', 'Gran Via', 'Elizabeth Cantillon Productions']","['Comedy', 'Drama']","['road trip', 'female protagonist', 'rock star', 'real life mother and daughter playing mother and daughter', 'midlife crisis']",['English'],['United States'],2002-09-20,98,38068353,5.7,16000,['R'],2002,9,20,6.5,0,5238,0,0,3,293,0,0,4,1,112,1
Honey,322589,18000000,"['Jessica Alba', 'Mekhi Phifer', 'Romeo Miller', 'Missy Elliott', 'Joy Bryant', 'David Moscow', 'Lonette McKee', 'Zachary Isaiah Williams', 'Christian Monzon', 'Al Shearer', 'Jull Weber', 'Laurieann Gibson', ""O'Neal McKnight"", 'Kevin Duhaney', 'William Omar Tobar', ""Ivan 'Flipz' Velez"", 'Jeremy Cedeno', 'Nicole Neal']","['Alonzo Brown', 'Bille Woodruff', 'Kim Watson']","['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']","['Drama', 'Music', 'Romance']","['dancer', 'choreographer', 'dancing', 'hip hop', 'one word title']",['English'],['United States'],2003-12-05,94,62228395,5.4,45000,['PG-13'],2003,12,5,4.666666666666667,1,4421,0,0,3,671,1,0,4,1,2,4
Assassins,112401,50000000,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov', 'Muse Watson', 'Steve Kahan', 'Kelly Rowan', 'Reed Diamond', 'Kai Wulff', 'Kerry Skalsky', 'James Douglas Haskins', 'Stephen Liska', 'John Harms', 'Edward J. Rosen', 'Christina Orchid', 'Bruce R. Orchid', 'James Oliver', 'Sue Carolyn Wise']","['Lilly Wachowski', 'Richard Donner', 'Brian Helgeland', 'Lana Wachowski']","['Warner Bros.', 'Silver Pictures', 'Donner/Shuler-Donner Productions']","['Action', 'Crime', 'Thriller']","['female police officer uniformed', 'assassin', 'rival', 'gun fu', 'assassination']","['English', 'Dutch', 'Spanish']","['France', 'United States']",1995-10-06,132,30303072,6.3,81000,['R'],1995,10,6,11.333333333333334,0,9675,0,0,3,905,1,0,4,4,139,1
